Date,Actual_NJ_Handle,Synthetic_NJ_Handle,Treatment_Effect
2022-02-26,16335.836708133247,16413.1622363064,-77.32552817315445
2022-02-27,16465.85379413472,16759.47767975337,-293.6238856186501
2022-02-28,17436.99491053932,16060.115481968573,1376.8794285707481
2022-03-01,14289.05376172393,14431.300404754042,-142.24664303011195
2022-03-02,14709.49971790988,13871.761465615687,837.7382522941916
2022-03-03,14148.730498202944,13704.049060190271,444.6814380126725
2022-03-04,13064.635229439742,13491.081120577337,-426.445891137595
2022-03-05,13813.88858807906,13583.584778828494,230.3038092505667
2022-03-06,12679.676640058677,13995.712775045913,-1316.0361349872364
2022-03-07,13015.311652015089,13749.163047216718,-733.8513952016292
2022-03-08,13113.508440376188,13934.297951987488,-820.7895116112995
2022-03-09,13207.094651705906,13964.393755319797,-757.2991036138919
2022-03-10,14304.507214797464,13829.935566495355,474.5716483021097
2022-03-11,13901.727591245512,13451.212404362737,450.5151868827743
2022-03-12,12640.62609033416,13118.690689621586,-478.06459928742515
2022-03-13,13924.010851919931,14385.58998618784,-461.57913426790947
2022-03-14,12895.28199990428,13459.911610368152,-564.6296104638714
2022-03-15,14104.11599929084,13273.992612088028,830.1233872028115
2022-03-16,13917.55742461604,13861.381223282024,56.176201334015786
2022-03-17,13278.040557664805,13750.274644758172,-472.23408709336763
2022-03-18,13946.821124613056,13810.643311608259,136.17781300479692
2022-03-19,15027.692147619273,14348.751388999959,678.9407586193138
2022-03-20,12926.65396315952,14017.364552061146,-1090.7105889016257
2022-03-21,13075.53165905732,12426.529557584156,649.0021014731647
2022-03-22,14541.669240906056,13925.670443543659,615.9987973623975
2022-03-23,14407.500758066726,14332.74768234175,74.75307572497695
2022-03-24,14310.37852348288,13917.482682621952,392.8958408609269
2022-03-25,13576.753283406466,14000.767896858044,-424.01461345157804
2022-03-26,13134.064553566668,14078.992563569831,-944.9280100031629
2022-03-27,13692.411492062924,13571.576383552476,120.83510851044775
2022-03-28,13935.562490571154,13209.36718858123,726.1953019899247
2022-03-29,13754.336999477177,12735.854465648797,1018.482533828379
2022-03-30,13563.510470967292,13797.769992615384,-234.25952164809132
2022-03-31,14175.403623751536,13273.320083311351,902.0835404401842
2022-04-01,13009.408837694791,14185.280473440853,-1175.8716357460617
2022-04-02,13591.821906723744,14046.049366336925,-454.22745961318105
2022-04-03,14070.643238835808,13747.88333596864,322.7599028671684
2022-04-04,13163.425219537152,13707.139286909336,-543.7140673721842
2022-04-05,13438.52483083296,14086.48503673968,-647.9602059067201
2022-04-06,13892.541408724228,13399.404949100124,493.13645962410374
2022-04-07,13864.423253674417,13143.713256885721,720.7099967886952
2022-04-08,13137.95243577361,13054.71998336734,83.23245240626966
2022-04-09,13785.406297858985,14067.228822490417,-281.8225246314323
2022-04-10,13991.29772888123,13919.930246858283,71.36748202294802
2022-04-11,14489.749880729589,13615.543392222946,874.2064885066429
2022-04-12,12798.57028009157,14099.95333866789,-1301.3830585763208
2022-04-13,14099.369507173413,13130.266119932217,969.1033872411954
2022-04-14,14099.378042447212,13434.446268980259,664.931773466953
2022-04-15,14137.757143682133,13475.469216398482,662.2879272836508
2022-04-16,14401.058037159894,13553.460987689137,847.5970494707562
2022-04-17,13528.726075975195,13854.745747073823,-326.01967109862744
2022-04-18,13214.261557354268,13894.049657428553,-679.7881000742855
2022-04-19,13411.825354115028,13709.029916582702,-297.2045624676739
2022-04-20,15336.19671913686,14448.74334298863,887.4533761482307
2022-04-21,14217.047270292423,13594.38705566026,622.6602146321638
2022-04-22,13421.056547028593,13646.756798892715,-225.70025186412204
2022-04-23,13789.57892101712,13666.879807183328,122.69911383379258
2022-04-24,13253.794365704543,13497.051862544138,-243.25749683959475
2022-04-25,13243.442070092316,14033.794532518317,-790.3524624260008
2022-04-26,13776.721349592364,14080.216016436018,-303.49466684365325
2022-04-27,15218.869770145291,13871.71960570668,1347.1501644386117
2022-04-28,12353.581322600025,13738.879138901535,-1385.2978163015105
2022-04-29,13290.575165506469,13897.091957130035,-606.516791623566
2022-04-30,13200.725413476484,13496.860389301291,-296.13497582480704
2022-05-01,14092.463825706724,13978.260701497878,114.20312420884511
2022-05-02,12920.47340547037,13659.543095943995,-739.0696904736251
2022-05-03,13418.985496249035,13645.194917990126,-226.2094217410904
2022-05-04,14958.745029101405,13706.244791095192,1252.5002380062124
2022-05-05,12878.833398251412,13546.650231517568,-667.8168332661553
2022-05-06,15203.89560410083,14184.063542207532,1019.8320618932976
2022-05-07,12701.183701685854,12926.87237618268,-225.68867449682693
2022-05-08,14616.11128925964,14172.614391202376,443.496898057263
2022-05-09,14050.424993229068,13205.20840183511,845.2165913939571
2022-05-10,13108.349628190535,13709.69817979742,-601.3485516068849
2022-05-11,11517.775191056317,13692.697131516226,-2174.92194045991
2022-05-12,13571.81866005712,13527.9660734701,43.852586587021506
2022-05-13,14867.30860233061,13345.789583267158,1521.5190190634512
2022-05-14,13442.971787952323,13808.916260495367,-365.94447254304396
2022-05-15,14735.945167495858,13709.34491088958,1026.600256606278
2022-05-16,14544.808809536637,13771.077728389035,773.7310811476018
2022-05-17,13070.839679543042,13887.247320312905,-816.4076407698631
2022-05-18,13882.208957279265,13283.076185232498,599.1327720467671
2022-05-19,13793.374071572613,13898.335854237725,-104.96178266511197
2022-05-20,13823.418261090068,13554.632208756948,268.7860523331201
2022-05-21,14835.423059952796,13931.9935812959,903.4294786568971
2022-05-22,15211.371162626334,13315.33605127041,1896.0351113559245
2022-05-23,13641.08383718889,13993.214839853305,-352.13100266441506
2022-05-24,13938.518486109451,13723.252213184798,215.2662729246531
2022-05-25,13602.36499710319,14373.495664178452,-771.130667075262
2022-05-26,13340.348436946351,13784.71812577939,-444.3696888330396
2022-05-27,13990.767242727996,13760.057731530156,230.70951119783967
2022-05-28,14363.669248320171,13335.207068183347,1028.4621801368248
2022-05-29,14304.056985191335,14175.341229762238,128.71575542909704
2022-05-30,13175.657738055275,13936.277048413087,-760.6193103578116
2022-05-31,14258.993708873626,13896.759890997664,362.2338178759619
2022-06-01,13731.036148747837,13713.258663259658,17.77748548817908
2022-06-02,14623.502017325687,14022.18372783409,601.3182894915972
2022-06-03,14121.404838140896,13191.124689779304,930.2801483615913
2022-06-04,13595.795414996235,13915.621241409191,-319.8258264129563
2022-06-05,14312.685131691906,14082.047684016297,230.6374476756082
2022-06-06,14642.617685842935,13954.943933200428,687.6737526425077
2022-06-07,14214.087047579673,13993.128213008808,220.9588345708653
2022-06-08,13968.191016811514,13787.975031624504,180.2159851870092
2022-06-09,13812.063611098029,13610.656276508631,201.40733458939758
2022-06-10,13183.06261088607,14135.45942295345,-952.3968120673799
2022-06-11,13053.99556290907,13749.024112884163,-695.0285499750935
2022-06-12,14541.336117323226,14357.670087422866,183.66602990035972
2022-06-13,14174.340052226557,13842.139747926363,332.20030430019324
2022-06-14,13736.984348171376,13340.329304876092,396.6550432952845
2022-06-15,13797.499391688014,13467.748401218527,329.7509904694871
2022-06-16,14415.571785604849,14141.451211021595,274.120574583254
2022-06-17,13178.061680979954,13818.279119625657,-640.2174386457027
2022-06-18,14029.19661359154,13700.797077916957,328.3995356745836
2022-06-19,13180.31372835332,14371.62175774455,-1191.3080293912299
2022-06-20,13913.759378356332,13523.625530137713,390.13384821861837
2022-06-21,13421.67066418049,13805.331778797114,-383.6611146166233
2022-06-22,12750.176177042256,14290.716127945218,-1540.5399509029612
2022-06-23,13251.63598584086,13865.833825535723,-614.1978396948634
2022-06-24,13959.078649557438,13371.712248413387,587.3664011440505
2022-06-25,14334.844968676967,14160.47201242676,174.3729562502067
2022-06-26,13732.33191813833,13216.701940040548,515.6299780977824
2022-06-27,13732.677664400017,13919.870305855224,-187.1926414552072
2022-06-28,13967.195992614308,13670.202423856861,296.99356875744706
2022-06-29,14102.332498177637,14355.285113872687,-252.95261569505055
2022-06-30,13670.653594780752,13415.982039722274,254.67155505847768
2022-07-01,14219.71649066782,13978.025536130022,241.69095453779846
2022-07-02,13899.41324176387,13492.183107462282,407.2301343015879
2022-07-03,13812.531046527552,14187.467413141692,-374.93636661413984
2022-07-04,13762.246297393052,13575.483350086834,186.76294730621885
2022-07-05,14742.728742035217,12969.74486345908,1772.9838785761367
2022-07-06,15225.21902399762,14294.65272285508,930.5663011425404
2022-07-07,14344.921044309149,13173.69013574379,1171.2309085653596
2022-07-08,15250.387180512284,13780.831683983988,1469.5554965282954
2022-07-09,13168.28550809868,13476.36043612452,-308.07492802584056
2022-07-10,12285.71124781752,13191.851774866978,-906.1405270494579
2022-07-11,13223.672039057155,13958.218229013302,-734.5461899561469
2022-07-12,13980.279838254392,13703.434763546284,276.84507470810786
2022-07-13,14398.599036221436,13946.672595729988,451.9264404914484
2022-07-14,13127.947683908931,14779.89166276955,-1651.9439788606196
2022-07-15,12838.04443383143,14316.008819699247,-1477.9643858678173
2022-07-16,14555.995070328418,13210.545423910477,1345.449646417941
2022-07-17,12568.015118864576,13399.264681471035,-831.2495626064592
2022-07-18,13666.68138222048,13565.61929030878,101.06209191170092
2022-07-19,12649.59879666726,14051.454305788482,-1401.855509121222
2022-07-20,13749.00502629054,13568.288023996338,180.71700229420276
2022-07-21,13436.084665145538,14063.68562303513,-627.6009578895919
2022-07-22,13011.657632529914,14386.653647677853,-1374.996015147939
2022-07-23,13828.07677442867,14339.550598412892,-511.4738239842227
2022-07-24,14234.47278802455,13939.366497831714,295.10629019283624
2022-07-25,12691.05045118944,13606.394808441662,-915.3443572522228
2022-07-26,13973.79065923416,14403.835008158654,-430.04434892449353
2022-07-27,14811.461498866149,13414.174968474676,1397.2865303914732
2022-07-28,14555.896834243347,13153.42470283941,1402.472131403938
2022-07-29,15161.691537264496,13534.099305790198,1627.5922314742984
2022-07-30,13574.295583354044,13724.454825093353,-150.15924173930944
2022-07-31,14188.948755695625,14153.918201333283,35.03055436234172
2022-08-01,13082.238184381433,13583.812165228743,-501.57398084730994
2022-08-02,14472.824648446222,13873.614020519664,599.2106279265572
2022-08-03,12932.18304016024,13875.17349531998,-942.9904551597392
2022-08-04,13560.245937355769,13170.159286668419,390.0866506873499
2022-08-05,14777.92620894325,14352.603034211386,425.3231747318641
2022-08-06,14864.699891256736,13940.192826731365,924.5070645253709
2022-08-07,12574.717438156753,14344.454427176464,-1769.7369890197115
2022-08-08,14009.357872388724,13859.490628614534,149.86724377418977
2022-08-09,12324.5101335242,14118.452229960203,-1793.9420964360033
2022-08-10,12848.878357345277,13433.058697038457,-584.1803396931809
2022-08-11,13997.353186853225,13371.238662063119,626.1145247901059
2022-08-12,13392.23584165977,13838.152212910201,-445.91637125043053
2022-08-13,13702.323721566068,14342.493603859923,-640.1698822938542
2022-08-14,13067.941190033123,13754.539299754688,-686.5981097215645
2022-08-15,13380.971003584938,12831.149601374642,549.8214022102966
2022-08-16,13671.842426627518,14498.482059247024,-826.6396326195063
2022-08-17,13364.894597487788,13386.24028624084,-21.345688753051945
2022-08-18,15095.697947324272,13142.656540010696,1953.0414073135762
2022-08-19,13264.500797015296,13427.827175180817,-163.3263781655205
2022-08-20,13668.20148308766,14001.25288381285,-333.0514007251895
2022-08-21,14167.499572908517,13681.28913602372,486.21043688479585
2022-08-22,13380.803633231008,13439.558000132143,-58.754366901135654
2022-08-23,13556.36639222763,13178.867369761605,377.49902246602505
2022-08-24,12704.055737118197,13515.493996523328,-811.4382594051312
2022-08-25,14875.93824668169,13991.260951786628,884.677294895062
2022-08-26,14141.6515267341,12888.81264771341,1252.83887902069
2022-08-27,15861.423784659088,14077.77579651955,1783.6479881395371
2022-08-28,13657.487257775305,13947.526523269098,-290.0392654937932
2022-08-29,12641.338730489248,14096.31079005788,-1454.9720595686322
2022-08-30,13225.583966816936,13287.665768577735,-62.08180176079986
2022-08-31,13301.031003898524,13384.693530113975,-83.66252621545027
2022-09-01,17885.90774431934,16378.236620739362,1507.6711235799758
2022-09-02,16487.906196962627,15975.916432220549,511.9897647420785
2022-09-03,16558.288931841736,16899.91979771814,-341.6308658764028
2022-09-04,17750.63851628206,16362.656077278203,1387.9824390038557
2022-09-05,15639.039554823235,16018.628665115028,-379.58911029179217
2022-09-06,15772.337975324906,15626.924390241136,145.41358508377016
2022-09-07,17258.32234392309,16236.51759566601,1021.8047482570801
2022-09-08,15341.049082688292,15833.66081087825,-492.6117281899569
2022-09-09,15957.880837595629,16641.508665923364,-683.6278283277352
2022-09-10,16005.919897151698,16247.772475350532,-241.85257819883373
2022-09-11,16534.49838071352,16448.121640690362,86.37674002315907
2022-09-12,16717.533680638648,16389.725510243174,327.808170395474
2022-09-13,16297.41522012549,16752.128504020144,-454.7132838946545
2022-09-14,16018.804226208062,16728.253433832168,-709.4492076241058
2022-09-15,16907.599888534292,16665.134029168068,242.46585936622432
2022-09-16,16576.403169514393,16929.684198177343,-353.2810286629501
2022-09-17,15117.682706058158,16579.97439833859,-1462.2916922804307
2022-09-18,15947.999661944845,16137.960877915872,-189.96121597102683
2022-09-19,15865.003227121177,16171.930191291187,-306.92696417001025
2022-09-20,15152.20800057012,15878.947792716355,-726.7397921462361
2022-09-21,16708.6808251985,16640.735696064676,67.94512913382277
2022-09-22,17021.14399867808,16980.94086589425,40.20313278383037
2022-09-23,16439.983825596693,16996.374262584093,-556.3904369873999
2022-09-24,15956.89649751592,15948.452437700695,8.444059815225046
2022-09-25,15784.877812543193,16785.845284855317,-1000.9674723121243
2022-09-26,17324.395328712068,16195.012135414516,1129.3831932975518
2022-09-27,17183.696827191045,16756.87944610382,426.81738108722493
2022-09-28,16931.42368477485,16564.325841155274,367.09784361957645
2022-09-29,14456.056711196312,15922.17478507982,-1466.1180738835083
2022-09-30,16970.406700335294,17306.30227057885,-335.895570243556
2022-10-01,16800.57436190445,16372.226725497678,428.34763640677374
2022-10-02,16565.89410822673,17276.36486344843,-710.4707552217005
2022-10-03,17457.579402461364,15978.20494976879,1479.3744526925748
2022-10-04,16772.910468119568,17081.669325420895,-308.7588573013272
2022-10-05,16092.340835855955,16728.010116101606,-635.669280245651
2022-10-06,16819.795602966908,16904.525370621755,-84.72976765484782
2022-10-07,16733.465725910773,15537.188446517699,1196.2772793930744
2022-10-08,17212.918938199873,16492.290281738096,720.6286564617767
2022-10-09,17485.151462567752,16826.33390897789,658.8175535898627
2022-10-10,14813.591061682891,17014.55344132013,-2200.96237963724
2022-10-11,14951.594296489013,16945.28125825906,-1993.6869617700468
2022-10-12,16509.67150684046,15743.85801055035,765.8134962901095
2022-10-13,16764.1063008813,16791.056382002032,-26.950081120732648
2022-10-14,17178.51217384792,16079.880116562104,1098.6320572858167
2022-10-15,16688.79842379118,16816.474066074432,-127.67564228325136
2022-10-16,15275.05575776817,16344.651194741828,-1069.5954369736573
2022-10-17,16773.64756148042,16248.726818252435,524.9207432279836
2022-10-18,17016.351863033666,16835.25894594495,181.0929170887175
2022-10-19,16644.470904473805,16663.47043777888,-18.9995333050756
2022-10-20,16115.635434899625,16611.653259763825,-496.0178248642005
2022-10-21,17179.27936134192,16586.973973678025,592.3053876638951
2022-10-22,16553.50382469615,16053.363785558073,500.14003913807574
2022-10-23,16889.50761813251,15711.03506514346,1178.4725529890493
2022-10-24,17350.16559314183,16051.27771709457,1298.8878760472617
2022-10-25,16271.909070789105,16639.321998316733,-367.4129275276282
2022-10-26,16128.062079863488,16469.189724311036,-341.12764444754794
2022-10-27,17118.78816002223,16238.509122258958,880.2790377632737
2022-10-28,17211.666361031792,16319.473381041535,892.1929799902573
2022-10-29,16835.451142776,15608.018787968496,1227.4323548075045
2022-10-30,15856.31884754917,16770.835901271475,-914.5170537223057
2022-10-31,15027.528020773292,15958.888590631057,-931.3605698577649
2022-11-01,17034.152534401073,16663.559624892274,370.5929095087995
2022-11-02,16725.378291505458,16895.04443795951,-169.66614645405207
2022-11-03,18511.55195620856,16373.591935092234,2137.960021116327
2022-11-04,16584.701946554844,16378.288598940717,206.4133476141269
2022-11-05,16891.181318103187,17191.781645742794,-300.6003276396077
2022-11-06,15842.558115008189,15846.31244602044,-3.7543310122509865
2022-11-07,18046.63233120341,16140.275284298259,1906.357046905152
2022-11-08,17808.420787244515,17184.1507623878,624.2700248567162
2022-11-09,15678.33050981826,16977.020050213523,-1298.6895403952622
2022-11-10,16540.439102704386,17413.888552813885,-873.4494501094996
2022-11-11,15098.665106204451,17352.29078337014,-2253.625677165688
2022-11-12,16364.1685087534,16002.691093757312,361.47741499608856
2022-11-13,15659.774585214722,16619.499262527024,-959.7246773123024
2022-11-14,17173.370021554747,16154.220014550356,1019.1500070043912
2022-11-15,15430.619621105236,16346.031043792374,-915.4114226871388
2022-11-16,16217.55170188672,16630.314019722886,-412.7623178361664
2022-11-17,16280.390189995303,17467.377380640806,-1186.9871906455028
2022-11-18,16291.811205859583,16337.640277855866,-45.82907199628244
2022-11-19,14270.294094144288,16169.020343191394,-1898.7262490471057
2022-11-20,16304.024160208952,17093.32984266724,-789.3056824582891
2022-11-21,18019.36002446219,16142.615032442638,1876.7449920195504
2022-11-22,16272.72245056518,16882.167083657074,-609.4446330918945
2022-11-23,18616.793200046,17605.861238613066,1010.9319614329324
2022-11-24,16505.969248505236,16608.006437471526,-102.03718896628925
2022-11-25,16657.846696532968,16333.964829245058,323.8818672879097
2022-11-26,16021.368560299125,16237.94870397688,-216.58014367775468
2022-11-27,16467.469015807146,16508.51325777256,-41.044241965413676
2022-11-28,15906.580350063805,16094.418607337579,-187.8382572737737
2022-11-29,16284.19557732613,16687.764459725335,-403.5688823992041
2022-11-30,14308.16281287477,16732.654000268,-2424.4911873932306
2022-12-01,17522.157879322127,16777.90519288244,744.2526864396859
2022-12-02,16211.85871839152,16267.047241048738,-55.18852265721762
2022-12-03,15333.672650886458,17937.4881822154,-2603.815531328941
2022-12-04,15578.562793398984,16200.826915639824,-622.2641222408402
2022-12-05,17266.157920000245,16109.184310857596,1156.9736091426494
2022-12-06,17089.661748975635,16620.496656545365,469.1650924302703
2022-12-07,16061.89693667832,15810.73027582269,251.16666085562974
2022-12-08,15486.563203959748,16432.434276396438,-945.8710724366902
2022-12-09,16296.279285360555,15993.780362821102,302.4989225394529
2022-12-10,17080.827225682435,15455.392215252496,1625.4350104299392
2022-12-11,16196.78394028945,16411.050265267346,-214.26632497789615
2022-12-12,15602.902477287937,16105.644061278803,-502.7415839908663
2022-12-13,16983.62631033818,16516.04991073795,467.5763996002279
2022-12-14,16763.45118005999,15947.664138638505,815.7870414214849
2022-12-15,17256.548751447648,15799.814466693897,1456.7342847537511
2022-12-16,16063.379168519254,15693.116775845465,370.2623926737888
2022-12-17,15913.59223010353,16647.495591565083,-733.9033614615528
2022-12-18,15210.691876662258,16911.689022039198,-1700.9971453769394
2022-12-19,15438.480517554814,16872.15416123332,-1433.6736436785068
2022-12-20,14777.464128721764,17380.38685629418,-2602.922727572415
2022-12-21,16668.512610836882,16797.624914551638,-129.1123037147554
2022-12-22,16045.073538361608,14904.894552320733,1140.1789860408753
2022-12-23,16463.44318116205,16018.575239998758,444.8679411632911
2022-12-24,16588.68771762889,15506.362001717553,1082.3257159113382
2022-12-25,16194.601682133878,15681.821861918615,512.7798202152626
2022-12-26,16748.33295416494,16837.555692173355,-89.22273800841504
2022-12-27,15382.600455970667,16054.7697347431,-672.1692787724332
2022-12-28,16635.398265947122,15657.459887001376,977.9383789457461
2022-12-29,16509.68433449627,15928.261909921323,581.4224245749465
2022-12-30,16049.328625095482,15606.314251831285,443.0143732641973
2022-12-31,16655.999722298944,16480.76270418537,175.23701811357387
2023-01-01,16831.17730098407,16451.564071198103,379.6132297859658
2023-01-02,17343.250853393565,15932.008719777768,1411.2421336157968
2023-01-03,16705.6353110277,16184.185217778764,521.4500932489373
2023-01-04,17868.03829066565,16502.783528726417,1365.2547619392317
2023-01-05,14976.26813533776,16656.162572405407,-1679.8944370676472
2023-01-06,15979.178504942034,16691.79639111818,-712.6178861761455
2023-01-07,16921.407281079173,16175.377841394293,746.0294396848803
2023-01-08,16648.512472552986,16553.855539320983,94.65693323200321
2023-01-09,15990.147974007252,15972.778052729682,17.36992127757003
2023-01-10,15733.06874466848,16887.509383861452,-1154.4406391929715
2023-01-11,15689.655263891897,16500.212441190473,-810.5571772985768
2023-01-12,15711.489309275184,16094.033418817973,-382.54410954278865
2023-01-13,16901.33257383216,16871.12570490218,30.206868929977645
2023-01-14,15786.573103058045,16554.226272161395,-767.6531691033506
2023-01-15,16019.739054514406,16175.396365412918,-155.65731089851215
2023-01-16,18605.84476946312,16823.980539194803,1781.8642302683184
2023-01-17,17442.31480286884,16470.67997951839,971.6348233504505
2023-01-18,16465.62557583676,17100.155756172415,-634.530180335656
2023-01-19,15977.40660169336,16698.06628807462,-720.659686381261
2023-01-20,17078.1814838536,16382.529666531205,695.6518173223958
2023-01-21,17016.043311449168,16969.578757967523,46.46455348164454
2023-01-22,17007.303069788246,17205.205719704274,-197.90264991602817
2023-01-23,15894.79389412236,15646.370080759112,248.42381336324797
2023-01-24,16433.09438547951,16264.304159069623,168.79022640988842
2023-01-25,16641.0357191336,16928.968239556198,-287.932520422597
2023-01-26,16808.0397457527,17116.50684529289,-308.46709954019025
2023-01-27,16956.1540834656,15522.886834823015,1433.2672486425854
2023-01-28,17182.23710062221,15143.226921428659,2039.0101791935504
2023-01-29,16436.614074947924,16371.72624799535,64.88782695257396
2023-01-30,16848.797912959646,16089.11990494966,759.6780080099852
2023-01-31,16718.459030461323,16943.618160200836,-225.15912973951345
2023-02-01,15602.908074848254,16033.433706138452,-430.52563129019836
2023-02-02,16461.85933863846,16286.624440484293,175.23489815416724
2023-02-03,16517.836272623506,16757.903039577952,-240.06676695444548
2023-02-04,17268.30666667563,15732.23335544395,1536.0733112316811
2023-02-05,16573.754544664447,16520.12357227874,53.630972385708446
2023-02-06,16136.141928512225,16388.93807732266,-252.7961488104338
2023-02-07,16677.680494685203,17358.426667875807,-680.7461731906042
2023-02-08,17530.133730621827,16867.786114461473,662.3476161603539
2023-02-09,16340.363882983496,16765.18029825751,-424.8164152740137
2023-02-10,17687.8389180458,16256.682425317831,1431.1564927279687
2023-02-11,17345.46845571628,16043.358151883243,1302.1103038330366
2023-02-12,16714.72420868004,15772.923927381049,941.8002812989907
2023-02-13,16562.343012807076,16981.724009329802,-419.3809965227265
2023-02-14,16067.861189560748,16782.61425884587,-714.7530692851233
2023-02-15,18390.438046202897,15720.620385181825,2669.817661021072
2023-02-16,16127.06477294054,16823.407454176617,-696.3426812360776
2023-02-17,17797.192597120757,16354.815366831917,1442.3772302888392
2023-02-18,16147.943243662929,15390.903349798089,757.0398938648395
2023-02-19,15385.680727035478,15900.632783937557,-514.9520569020788
2023-02-20,15666.342364845828,16871.413510084378,-1205.0711452385494
2023-02-21,16465.87596462985,15872.377262303955,593.4987023258946
2023-02-22,17773.216505167682,17496.94211154206,276.2743936256229
2023-02-23,17306.275802120024,15895.407581221527,1410.8682208984974
2023-02-24,16453.68751416178,15644.354318143625,809.3331960181531
2023-02-25,15568.545549597871,17184.326049251715,-1615.7804996538434
2023-02-26,16631.758569004098,16577.871583421806,53.886985582292255
2023-02-27,16732.96576746674,16096.685027782332,636.2807396844073
2023-02-28,15968.52190992044,16489.653183291506,-521.1312733710656
2023-03-01,17312.275970402887,13658.44463936805,3653.8313310348367
2023-03-02,17299.54732949792,13735.671041185018,3563.876288312902
2023-03-03,19138.172595621567,13752.790929176828,5385.381666444739
2023-03-04,17125.352561570042,14127.312929957536,2998.039631612506
2023-03-05,17375.637271220174,13096.996827782861,4278.640443437313
2023-03-06,18050.323336594287,13814.642587458675,4235.680749135612
2023-03-07,19251.641734195247,13956.57191100636,5295.069823188887
2023-03-08,17321.52482937534,13336.91519273766,3984.6096366376787
2023-03-09,18124.428286307597,13359.594985284766,4764.833301022831
2023-03-10,18457.39863485259,13689.734696477084,4767.663938375506
2023-03-11,17710.927853994617,14183.064407650598,3527.8634463440194
2023-03-12,16636.667294873412,13698.067473352296,2938.5998215211166
2023-03-13,17839.42421541556,13369.842469296203,4469.581746119358
2023-03-14,17406.561172294667,13913.965829221224,3492.5953430734426
2023-03-15,17854.348490827935,13928.922070614784,3925.426420213151
